Store,Date,Weekly_Sales,Temperature,Fuel_Price
10,29-06-2012,1707481.9,91.36,3.875
10,06-07-2012,1805999.79,86.87,3.666
10,13-07-2012,1765571.91,89.8,3.723
10,20-07-2012,1869967.03,84.45,3.589
10,27-07-2012,1817603.66,83.98,3.769
10,03-08-2012,1939440.09,84.76,3.595
10,10-08-2012,1880436.94,90.78,3.811
10,17-08-2012,1827797.4,88.83,4.002
10,24-08-2012,1764984.15,82.5,4.055
10,31-08-2012,1650285.54,86.97,3.886
10,07-09-2012,1708283.28,83.07,4.124
10,14-09-2012,1640168.99,78.47,3.966
10,21-09-2012,1671857.57,81.93,4.125
10,28-09-2012,1694862.41,82.52,3.966
10,05-10-2012,1758971.38,80.88,4.132
10,12-10-2012,1713889.11,76.03,4.468
10,19-10-2012,1734834.82,72.71,4.449
10,26-10-2012,1744349.05,70.5,4.301
11,05-02-2010,1528008.64,46.04,2.572
11,12-02-2010,1574684.08,48.01,2.548
11,19-02-2010,1503298.7,48.3,2.514
11,26-02-2010,1336404.65,52.79,2.561
11,05-03-2010,1426622.65,53.96,2.625
11,12-03-2010,1331883.16,64.1,2.667
11,19-03-2010,1364207.0,61.51,2.72
11,26-03-2010,1245624.27,58.09,2.732
11,02-04-2010,1446210.26,66.16,2.719
11,09-04-2010,1470308.32,69.57,2.77
11,16-04-2010,1323243.35,67.81,2.808
11,23-04-2010,1283766.55,68.37,2.795
11,30-04-2010,1239766.89,71.13,2.78
11,07-05-2010,1312329.78,75.57,2.835
11,14-05-2010,1266796.13,77.64,2.854
11,21-05-2010,1271646.62,76.97,2.826
11,28-05-2010,1264272.52,79.69,2.759
11,04-06-2010,1396322.19,79.66,2.705
11,11-06-2010,1339570.85,82.81,2.668
11,18-06-2010,1336522.92,84.13,2.637
11,25-06-2010,1262025.08,84.5,2.653
11,02-07-2010,1302600.14,83.09,2.669
11,09-07-2010,1280156.47,83.01,2.642
11,16-07-2010,1290609.54,84.9,2.623
11,23-07-2010,1244390.03,84.57,2.608
11,30-07-2010,1250178.89,83.26,2.64
11,06-08-2010,1369634.92,86.54,2.627
11,13-08-2010,1384339.1,87.73,2.692
11,20-08-2010,1430192.37,88.93,2.664
11,27-08-2010,1311263.07,87.7,2.619
11,03-09-2010,1303914.27,84.94,2.577
11,10-09-2010,1231428.46,81.93,2.565
11,17-09-2010,1215676.31,83.04,2.582
11,24-09-2010,1170103.25,77.36,2.624
11,01-10-2010,1182490.46,75.11,2.603
11,08-10-2010,1293472.8,68.71,2.633
11,15-10-2010,1175003.67,71.46,2.72
11,22-10-2010,1169831.38,72.6,2.725
11,29-10-2010,1195036.0,74.21,2.716
11,05-11-2010,1332759.13,64.41,2.689
11,12-11-2010,1281675.6,63.74,2.728
11,19-11-2010,1292346.57,58.63,2.771
11,26-11-2010,1757242.51,69.9,2.735
11,03-12-2010,1380522.64,55.9,2.708
11,10-12-2010,1564516.43,53.33,2.843
11,17-12-2010,1843971.15,54.63,2.869
11,24-12-2010,2306265.36,59.33,2.886
11,31-12-2010,1172003.1,55.03,2.943
11,07-01-2011,1178905.44,54.43,2.976
11,14-01-2011,1194449.78,45.34,2.983
11,21-01-2011,1187776.19,51.51,3.016
11,28-01-2011,1100418.69,51.04,3.01
11,04-02-2011,1422546.05,47.17,2.989
11,11-02-2011,1419236.9,44.61,3.022
11,18-02-2011,1554747.15,61.5,3.045
11,25-02-2011,1323999.36,68.74,3.065
11,04-03-2011,1399456.99,66.5,3.288
11,11-03-2011,1314557.31,63.29,3.459
11,18-03-2011,1391813.69,70.17,3.488
11,25-03-2011,1229777.24,73.74,3.473
11,01-04-2011,1258674.12,69.1,3.524
11,08-04-2011,1327401.06,73.57,3.622
11,15-04-2011,1312905.8,76.64,3.743
11,22-04-2011,1388118.53,78.31,3.807
11,29-04-2011,1357589.89,79.97,3.81
11,06-05-2011,1331453.41,71.39,3.906
11,13-05-2011,1277959.42,80.93,3.899
11,20-05-2011,1239466.97,76.97,3.907
11,27-05-2011,1216876.52,85.61,3.786
11,03-06-2011,1343637.0,86.14,3.699
11,10-06-2011,1314626.75,85.79,3.648
11,17-06-2011,1337506.74,87.9,3.637
11,24-06-2011,1254587.84,86.13,3.594
11,01-07-2011,1297472.06,86.43,3.524
11,08-07-2011,1334627.96,87.17,3.48
11,15-07-2011,1266546.73,88.3,3.575
11,22-07-2011,1290576.44,87.8,3.651
11,29-07-2011,1212938.67,89.46,3.682
11,05-08-2011,1403198.94,90.04,3.684
11,12-08-2011,1354188.43,90.3,3.638
11,19-08-2011,1484169.74,89.51,3.554
11,26-08-2011,1304706.75,89.09,3.523
11,02-09-2011,1297792.41,91.44,3.533
11,09-09-2011,1249439.95,84.91,3.546
11,16-09-2011,1270816.01,85.11,3.526
11,23-09-2011,1235775.15,82.14,3.467
11,30-09-2011,1190515.83,84.4,3.355
11,07-10-2011,1346271.06,76.97,3.285
11,14-10-2011,1286388.96,75.56,3.274
11,21-10-2011,1325107.53,70.91,3.353
11,28-10-2011,1310684.1,72.66,3.372
11,04-11-2011,1458287.38,61.13,3.332
11,11-11-2011,1366053.69,64.2,3.297
11,18-11-2011,1315091.63,66.17,3.308
11,25-11-2011,1848953.48,70.03,3.236
11,02-12-2011,1399322.44,56.89,3.172
11,09-12-2011,1646655.94,50.63,3.158
11,16-12-2011,1783910.06,59.69,3.159
11,23-12-2011,2213518.5,54.29,3.112
11,30-12-2011,1352084.21,48.86,3.129
11,06-01-2012,1283885.55,54.44,3.157
11,13-01-2012,1264736.59,53.1,3.261
11,20-01-2012,1207303.29,56.43,3.268
11,27-01-2012,1162675.85,58.36,3.29
11,03-02-2012,1376732.18,60.24,3.36
11,10-02-2012,1574287.76,52.23,3.409
11,17-02-2012,1569607.94,52.77,3.51
11,24-02-2012,1379473.03,61.11,3.555
11,02-03-2012,1438383.44,62.61,3.63
11,09-03-2012,1413382.76,61.44,3.669
11,16-03-2012,1441884.28,64.21,3.734
11,23-03-2012,1300593.61,67.16,3.787
11,30-03-2012,1300104.03,70.23,3.845
11,06-04-2012,1596325.01,74.19,3.891
11,13-04-2012,1472752.01,72.74,3.891
11,20-04-2012,1315356.99,71.97,3.877
11,27-04-2012,1236238.29,73.4,3.814
11,04-05-2012,1370251.22,79.07,3.749
11,11-05-2012,1300147.07,75.13,3.688
11,18-05-2012,1352442.31,72.53,3.63
11,25-05-2012,1297335.87,78.44,3.561
11,01-06-2012,1361595.33,81.67,3.501
11,08-06-2012,1414343.53,82.1,3.452
11,15-06-2012,1417875.42,84.97,3.393
11,22-06-2012,1355680.3,83.26,3.346
11,29-06-2012,1297028.6,87.86,3.286
11,06-07-2012,1461129.94,83.44,3.227
11,13-07-2012,1320239.51,82.46,3.256
11,20-07-2012,1344483.81,82.41,3.311
11,27-07-2012,1272395.02,85.43,3.407
11,03-08-2012,1399341.07,86.94,3.417
11,10-08-2012,1388973.65,86.21,3.494
11,17-08-2012,1421307.2,87.73,3.571
11,24-08-2012,1409515.73,83.17,3.62
11,31-08-2012,1372872.35,86.49,3.638
11,07-09-2012,1304584.4,85.17,3.73
11,14-09-2012,1267675.05,79.61,3.717
11,21-09-2012,1326132.98,73.64,3.721
11,28-09-2012,1227430.73,77.67,3.666
11,05-10-2012,1422794.26,73.37,3.617
11,12-10-2012,1311965.09,69.94,3.601
11,19-10-2012,1232073.18,73.77,3.594
11,26-10-2012,1200729.45,74.26,3.506
12,05-02-2010,1100046.37,49.47,2.962
12,12-02-2010,1117863.33,47.87,2.946
12,19-02-2010,1095421.65,54.83,2.915
12,26-02-2010,1048617.17,50.23,2.825
12,05-03-2010,1077018.27,53.77,2.987
12,12-03-2010,985594.23,50.11,2.925
12,19-03-2010,972088.34,59.57,3.054
12,26-03-2010,981615.81,60.06,3.083
12,02-04-2010,1011822.3,59.84,3.086
12,09-04-2010,1041238.87,59.25,3.09
12,16-04-2010,957997.52,64.95,3.109
12,23-04-2010,993833.44,64.55,3.05
12,30-04-2010,954220.22,67.38,3.105
12,07-05-2010,1043240.27,70.15,3.127
12,14-05-2010,966054.97,68.44,3.145
12,21-05-2010,958374.56,76.2,3.12
12,28-05-2010,955451.16,67.84,3.058
12,04-06-2010,1049357.36,81.39,2.941
12,11-06-2010,1016039.71,90.84,2.949
12,18-06-2010,956211.2,81.06,3.043
12,25-06-2010,958007.69,87.27,3.084
12,02-07-2010,951957.31,91.98,3.105
12,09-07-2010,943506.28,90.37,3.1
12,16-07-2010,916402.76,97.18,3.094
12,23-07-2010,912403.67,99.22,3.112
12,30-07-2010,913548.25,96.31,3.017
12,06-08-2010,967576.95,92.95,3.123
12,13-08-2010,928264.4,87.01,3.159
12,20-08-2010,948447.34,92.81,3.041
12,27-08-2010,1004516.46,93.19,3.129
12,03-09-2010,1075758.55,83.12,3.087
12,10-09-2010,903119.03,83.63,3.044
12,17-09-2010,852882.61,82.45,3.028
12,24-09-2010,851919.34,81.77,2.939
12,01-10-2010,850936.26,85.2,3.001
12,08-10-2010,918335.68,71.82,3.013
12,15-10-2010,862419.84,75.0,2.976
12,22-10-2010,857883.46,68.85,3.014
12,29-10-2010,955294.7,61.09,3.016
12,05-11-2010,929690.71,65.49,3.129
12,12-11-2010,942475.24,57.79,3.13
12,19-11-2010,894493.7,58.18,3.161
12,26-11-2010,1601377.41,47.66,3.162
12,03-12-2010,1069533.17,43.33,3.041
12,10-12-2010,1121934.15,50.01,3.203
12,17-12-2010,1295605.35,52.77,3.236
12,24-12-2010,1768249.89,52.02,3.236
12,31-12-2010,891736.91,45.64,3.148
12,07-01-2011,910110.24,37.64,3.287
12,14-01-2011,812011.8,43.15,3.312
12,21-01-2011,802105.5,53.53,3.223
12,28-01-2011,873119.06,50.74,3.342
12,04-02-2011,1046068.17,45.14,3.348
12,11-02-2011,1086421.57,51.3,3.381
12,18-02-2011,1128485.1,53.35,3.43
12,25-02-2011,1046203.72,48.45,3.53
12,04-03-2011,1085248.21,51.72,3.674
12,11-03-2011,997672.62,57.75,3.818
12,18-03-2011,1009502.01,64.21,3.692
12,25-03-2011,954107.32,54.4,3.909
12,01-04-2011,1005463.49,63.63,3.772
12,08-04-2011,998362.05,64.47,4.003
12,15-04-2011,990951.77,57.63,3.868
12,22-04-2011,1016019.47,72.12,4.134
12,29-04-2011,994966.1,68.27,4.151
12,06-05-2011,1021154.48,68.4,4.193
12,13-05-2011,977033.5,70.93,4.202
12,20-05-2011,924134.99,66.59,4.169
12,27-05-2011,964332.51,76.67,4.087
12,03-06-2011,970328.68,71.81,4.031
12,10-06-2011,996937.95,78.72,3.981
12,17-06-2011,986504.93,86.84,3.935
12,24-06-2011,997282.75,88.95,3.898
12,01-07-2011,961993.34,89.85,3.842
12,08-07-2011,943717.38,89.9,3.705
12,15-07-2011,936001.98,88.1,3.692
12,22-07-2011,922231.92,91.17,3.794
12,29-07-2011,890547.07,93.29,3.805
12,05-08-2011,988712.52,90.61,3.803
12,12-08-2011,955913.68,91.04,3.701
12,19-08-2011,966817.24,91.74,3.743
12,26-08-2011,1017593.47,94.61,3.74
12,02-09-2011,1052051.45,93.66,3.798
12,09-09-2011,922850.57,88.0,3.913
12,16-09-2011,889290.23,76.36,3.918
12,23-09-2011,871692.74,82.95,3.789
12,30-09-2011,866401.45,83.26,3.877
12,07-10-2011,951244.66,70.44,3.827
12,14-10-2011,927600.01,67.31,3.805
12,21-10-2011,938604.58,73.05,3.842
12,28-10-2011,990926.38,67.41,3.727
12,04-11-2011,1051944.79,59.77,3.828
12,11-11-2011,1095091.53,48.76,3.824
12,18-11-2011,970641.34,54.2,3.813
12,25-11-2011,1591920.42,53.25,3.622
12,02-12-2011,1071383.1,52.5,3.701
12,09-12-2011,1189646.45,42.17,3.644
12,16-12-2011,1293404.18,43.29,3.6
12,23-12-2011,1617612.03,45.4,3.541
12,30-12-2011,1111638.07,44.64,3.428
12,06-01-2012,945823.65,50.43,3.599
12,13-01-2012,865467.86,48.07,3.657
12,20-01-2012,855922.64,46.2,3.66
12,27-01-2012,888203.69,50.43,3.675
12,03-02-2012,1058767.95,50.58,3.702
12,10-02-2012,1199330.85,52.27,3.722
12,17-02-2012,1240048.85,51.8,3.781
12,24-02-2012,1112034.72,53.13,3.95
12,02-03-2012,1147636.96,52.27,4.178
12,09-03-2012,1113208.57,54.54,4.25
12,16-03-2012,1088498.52,64.44,4.273
12,23-03-2012,1045419.87,56.26,4.038
12,30-03-2012,1025382.22,64.36,4.294
12,06-04-2012,1128765.71,64.05,4.121
12,13-04-2012,1083811.19,64.28,4.254
12,20-04-2012,1006486.96,66.73,4.222
12,27-04-2012,1004252.38,77.99,4.193
12,04-05-2012,1073433.69,76.03,4.171
12,11-05-2012,1041995.22,77.27,4.186
12,18-05-2012,1020486.05,84.51,4.11
12,25-05-2012,991514.21,83.84,4.293
12,01-06-2012,981345.2,78.11,4.277
12,08-06-2012,1086231.47,84.83,4.103
12,15-06-2012,1019555.51,85.94,4.144
12,22-06-2012,981386.25,91.61,4.014
12,29-06-2012,943124.74,90.47,3.875
12,06-07-2012,1014898.78,89.13,3.765
12,13-07-2012,960312.75,95.61,3.723
12,20-07-2012,941550.34,85.53,3.726
12,27-07-2012,916967.92,93.47,3.769
12,03-08-2012,958667.23,88.16,3.76
12,10-08-2012,984689.9,95.91,3.811
12,17-08-2012,1005003.12,94.87,4.002
12,24-08-2012,1048101.39,85.32,4.055
12,31-08-2012,1061943.49,89.78,4.093
12,07-09-2012,955146.04,88.52,4.124
12,14-09-2012,885892.37,83.64,4.133
12,21-09-2012,922735.37,82.97,4.125
12,28-09-2012,880415.67,81.22,3.966
12,05-10-2012,979825.92,81.61,3.966
12,12-10-2012,934917.47,71.74,4.468
12,19-10-2012,960945.43,68.66,4.449
12,26-10-2012,974697.6,65.95,4.301
13,05-02-2010,1967220.53,31.53,2.666
13,12-02-2010,2030933.46,33.16,2.671
13,19-02-2010,1970274.64,35.7,2.654
13,26-02-2010,1817850.32,29.98,2.667
13,05-03-2010,1939980.43,40.65,2.681
13,12-03-2010,1840686.94,37.62,2.733
13,19-03-2010,1879794.89,42.49,2.782
13,26-03-2010,1882095.98,41.48,2.819
13,02-04-2010,2142482.14,42.15,2.842
13,09-04-2010,1898321.33,38.97,2.877
13,16-04-2010,1819660.44,50.39,2.915
13,23-04-2010,1909330.77,55.66,2.936
13,30-04-2010,1785823.37,48.33,2.941
13,07-05-2010,2005478.46,44.42,2.948
13,14-05-2010,1890273.44,50.15,2.962
13,21-05-2010,1853657.6,57.71,2.95
13,28-05-2010,1877358.86,53.11,2.908
13,04-06-2010,2022705.22,59.85,2.871
13,11-06-2010,2037880.96,65.24,2.841
13,18-06-2010,2003435.31,58.41,2.819
13,25-06-2010,1970340.25,71.83,2.82
13,02-07-2010,2018314.71,78.82,2.814
13,09-07-2010,1870843.9,71.33,2.802
13,16-07-2010,1932231.05,77.79,2.791
13,23-07-2010,1907351.2,82.27,2.797
13,30-07-2010,1817887.23,78.94,2.797
13,06-08-2010,1969121.45,81.24,2.802
13,13-08-2010,1877592.55,74.93,2.837
13,20-08-2010,1997397.63,76.34,2.85
13,27-08-2010,1908278.27,75.31,2.854
13,03-09-2010,1911852.58,65.71,2.868
13,10-09-2010,1772143.94,65.74,2.87
13,17-09-2010,1790279.74,66.84,2.875
13,24-09-2010,1705655.09,68.22,2.872
13,01-10-2010,1765584.48,68.74,2.853
13,08-10-2010,1871924.07,63.03,2.841
13,15-10-2010,1851431.06,54.12,2.845
13,22-10-2010,1796949.59,56.89,2.849
13,29-10-2010,1887895.07,45.12,2.841
13,05-11-2010,1854967.66,49.96,2.831
13,12-11-2010,1939964.63,42.55,2.831
13,19-11-2010,1925393.91,42.0,2.842
13,26-11-2010,2766400.05,28.22,2.83
13,03-12-2010,2083379.89,25.8,2.812
13,10-12-2010,2461468.35,36.78,2.817
13,17-12-2010,2771646.81,35.21,2.842
13,24-12-2010,3595903.2,34.9,2.846
13,31-12-2010,1675292.0,26.79,2.868
13,07-01-2011,1744544.39,16.94,2.891
13,14-01-2011,1682316.31,20.6,2.903
13,21-01-2011,1770177.37,34.8,2.934
13,28-01-2011,1633663.12,31.64,2.96
13,04-02-2011,1848186.58,23.35,2.974
13,11-02-2011,1944438.9,30.83,3.034
13,18-02-2011,2003480.59,40.85,3.062
13,25-02-2011,1831933.95,33.17,3.12
13,04-03-2011,1894960.68,34.23,3.23
13,11-03-2011,1852432.58,41.28,3.346
13,18-03-2011,1852443.78,44.69,3.407
13,25-03-2011,1807545.43,42.38,3.435
13,01-04-2011,1864238.64,42.49,3.487
13,08-04-2011,1887465.04,42.75,3.547
13,15-04-2011,1950994.04,41.72,3.616
13,22-04-2011,2124316.34,47.55,3.655
13,29-04-2011,1895583.12,43.85,3.683
13,06-05-2011,1986380.4,47.75,3.744
13,13-05-2011,1958823.56,52.4,3.77
13,20-05-2011,1860923.55,52.12,3.802
13,27-05-2011,1866369.93,54.62,3.778
13,03-06-2011,1935593.87,52.76,3.752
13,10-06-2011,1997816.98,61.39,3.732
13,17-06-2011,2086433.49,63.35,3.704
13,24-06-2011,2009163.08,66.38,3.668
13,01-07-2011,2048035.74,74.29,3.613
13,08-07-2011,2021699.38,77.3,3.563
13,15-07-2011,1956813.31,75.59,3.553
13,22-07-2011,1987089.36,78.5,3.563
13,29-07-2011,1880785.69,77.62,3.574
13,05-08-2011,2076231.8,75.56,3.595
13,12-08-2011,1970341.38,75.95,3.606
13,19-08-2011,2090340.98,76.68,3.578
13,26-08-2011,2035244.54,81.53,3.57
13,02-09-2011,1953628.82,77.0,3.58
13,09-09-2011,1872921.31,70.19,3.619
13,16-09-2011,1923223.82,67.54,3.641
13,23-09-2011,1847430.96,63.6,3.648
13,30-09-2011,1835662.69,68.28,3.623
13,07-10-2011,2067232.56,60.62,3.592
13,14-10-2011,1929659.07,51.74,3.567
13,21-10-2011,1973544.27,54.66,3.579
13,28-10-2011,1948733.81,47.41,3.567
13,04-11-2011,2036317.54,43.51,3.538
13,11-11-2011,2111592.09,33.8,3.513
13,18-11-2011,2016323.51,40.65,3.489
13,25-11-2011,2864170.61,38.89,3.445
13,02-12-2011,2051315.66,33.94,3.389
13,09-12-2011,2462779.06,24.82,3.341
13,16-12-2011,2760346.71,27.85,3.282
13,23-12-2011,3556766.03,24.76,3.186
13,30-12-2011,1969056.91,31.53,3.119
13,06-01-2012,1865752.78,33.8,3.08
13,13-01-2012,1794962.64,25.61,3.056
13,20-01-2012,1811606.21,32.71,3.047
13,27-01-2012,1733983.09,34.32,3.058
13,03-02-2012,1927780.74,31.39,3.077
13,10-02-2012,2069284.57,33.73,3.116
13,17-02-2012,2214477.06,36.57,3.119
13,24-02-2012,1929768.03,35.38,3.145
13,02-03-2012,1969742.76,32.36,3.242
13,09-03-2012,1986445.65,38.24,3.38
13,16-03-2012,2025582.62,52.5,3.529
13,23-03-2012,1904421.74,47.83,3.671
13,30-03-2012,1948982.7,53.2,3.734
13,06-04-2012,2271614.76,48.85,3.793
13,13-04-2012,2057637.86,51.7,3.833
13,20-04-2012,1955689.12,50.24,3.845
13,27-04-2012,1970121.65,64.8,3.842
13,04-05-2012,1995994.51,54.41,3.831
13,11-05-2012,2080764.17,56.47,3.809
13,18-05-2012,2131900.55,65.17,3.808
13,25-05-2012,2043349.41,62.39,3.801
13,01-06-2012,2035431.39,61.11,3.788
13,08-06-2012,2182437.9,68.4,3.776
13,15-06-2012,2152229.11,65.97,3.756
13,22-06-2012,2094373.0,72.89,3.737
13,29-06-2012,2037663.71,82.0,3.681
13,06-07-2012,2184980.35,79.23,3.63
13,13-07-2012,2002750.99,83.68,3.595
13,20-07-2012,2053089.32,75.69,3.556
13,27-07-2012,1914430.53,80.42,3.537
13,03-08-2012,2044148.23,81.99,3.512
13,10-08-2012,2041019.92,81.69,3.509
13,17-08-2012,2095769.18,79.4,3.545
13,24-08-2012,2059458.25,77.37,3.582
13,31-08-2012,2073855.42,79.18,3.624
13,07-09-2012,2165796.31,70.65,3.689
13,14-09-2012,1919917.03,68.55,3.749
13,21-09-2012,1938379.66,67.96,3.821
13,28-09-2012,1927664.11,64.8,3.821
13,05-10-2012,2041918.74,61.79,3.815
13,12-10-2012,1999079.44,55.1,3.797
13,19-10-2012,2018010.15,52.06,3.781
13,26-10-2012,2035189.66,46.97,3.755
14,05-02-2010,2623469.95,27.31,2.784
14,12-02-2010,1704218.84,27.73,2.773
14,19-02-2010,2204556.7,31.27,2.745
14,26-02-2010,2095591.63,34.89,2.754
14,05-03-2010,2237544.75,37.13,2.777
14,12-03-2010,2156035.06,45.8,2.818
14,19-03-2010,2066219.3,48.79,2.844
14,26-03-2010,2050396.27,54.36,2.854
14,02-04-2010,2495630.51,47.74,2.85
14,09-04-2010,2258781.28,65.45,2.869
14,16-04-2010,2121788.61,54.28,2.899
14,23-04-2010,2138144.91,53.47,2.902
14,30-04-2010,2082355.12,53.15,2.921
14,07-05-2010,2370116.52,70.75,2.966
14,14-05-2010,2129771.13,54.26,2.982
14,21-05-2010,2108187.1,62.62,2.958
14,28-05-2010,2227152.16,69.27,2.899
14,04-06-2010,2363601.47,75.93,2.847
14,11-06-2010,2249570.04,69.71,2.809
14,18-06-2010,2248645.59,72.62,2.78
14,25-06-2010,2246179.91,79.32,2.808
14,02-07-2010,2334788.42,76.61,2.815
14,09-07-2010,2236209.13,82.45,2.793
14,16-07-2010,2130287.27,77.84,2.783
14,23-07-2010,2044155.39,81.46,2.771
14,30-07-2010,2054843.28,79.78,2.781
14,06-08-2010,2219813.5,77.17,2.784
14,13-08-2010,2052984.81,78.44,2.805
14,20-08-2010,2057138.31,76.01,2.779
14,27-08-2010,2020332.07,71.36,2.755
14,03-09-2010,2182563.66,78.37,2.715
14,10-09-2010,2191767.76,70.87,2.699
14,17-09-2010,1953539.85,66.55,2.706
14,24-09-2010,1879891.13,68.59,2.713
14,01-10-2010,1855703.66,70.58,2.707
14,08-10-2010,2091663.2,56.49,2.764
14,15-10-2010,1932162.63,58.61,2.868
14,22-10-2010,1936621.09,53.15,2.917
14,29-10-2010,1984768.34,61.3,2.921
14,05-11-2010,2078417.47,45.65,2.917
14,12-11-2010,2092189.06,46.14,2.931
14,19-11-2010,1968462.58,50.02,3.0
14,26-11-2010,2921709.71,46.15,3.039
14,03-12-2010,2258489.63,40.93,3.046
14,10-12-2010,2600519.26,30.54,3.109
14,17-12-2010,2762861.41,30.51,3.14
14,24-12-2010,3818686.45,30.59,3.141
14,31-12-2010,1623716.46,29.67,3.179
14,07-01-2011,1864746.1,34.32,3.193
14,14-01-2011,1699095.9,24.78,3.205
14,21-01-2011,1743188.87,30.55,3.229
14,28-01-2011,1613718.38,24.05,3.237
14,04-02-2011,1995891.87,28.73,3.231
14,11-02-2011,1980405.03,30.3,3.239
14,18-02-2011,2019031.67,40.7,3.245
14,25-02-2011,1875708.88,35.78,3.274
14,04-03-2011,2041215.61,38.65,3.433
14,11-03-2011,1931104.67,45.01,3.582
14,18-03-2011,1932491.42,46.66,3.631
14,25-03-2011,1879451.23,41.76,3.625
14,01-04-2011,1869110.55,37.27,3.638
14,08-04-2011,2037798.88,48.71,3.72
14,15-04-2011,1974960.86,53.69,3.821
14,22-04-2011,2256461.39,53.04,3.892
14,29-04-2011,1930617.64,66.18,3.962
14,06-05-2011,2095599.93,58.21,4.046
14,13-05-2011,2004330.3,60.38,4.066
14,20-05-2011,1959967.8,62.28,4.062
14,27-05-2011,2080694.24,69.7,3.985
14,03-06-2011,2079899.47,76.38,3.922
14,10-06-2011,2132446.0,73.88,3.881
14,17-06-2011,2082083.34,69.32,3.842
14,24-06-2011,2069523.52,74.85,3.804
14,01-07-2011,2074668.19,74.04,3.748
14,08-07-2011,2063401.06,77.49,3.711
14,15-07-2011,1953544.76,78.47,3.76
14,22-07-2011,1882070.88,82.33,3.811
14,29-07-2011,1871021.01,81.31,3.829
14,05-08-2011,2066020.69,78.22,3.842
14,12-08-2011,1928773.82,77.0,3.812
14,19-08-2011,1896873.99,72.98,3.747
14,26-08-2011,2273470.62,72.55,3.704
14,02-09-2011,1750891.47,70.63,3.703
14,09-09-2011,2202742.9,71.48,3.738
14,16-09-2011,1864637.89,69.17,3.742
14,23-09-2011,1871555.64,63.75,3.711
14,30-09-2011,1809989.29,70.66,3.645
14,07-10-2011,2078796.76,55.82,3.583
14,14-10-2011,1890870.75,63.82,3.541
14,21-10-2011,2009004.59,59.6,3.57
14,28-10-2011,2056846.12,51.78,3.569
14,04-11-2011,2174056.71,43.92,3.551
14,11-11-2011,2081534.65,47.65,3.53
14,18-11-2011,1969360.72,51.34,3.53
14,25-11-2011,2685351.81,48.71,3.492
14,02-12-2011,2143080.57,50.19,3.452
14,09-12-2011,2470581.29,46.57,3.415
14,16-12-2011,2594363.09,39.93,3.413
14,23-12-2011,3369068.99,42.27,3.389
14,30-12-2011,1914148.89,37.79,3.389
14,06-01-2012,1859144.96,35.88,3.422
14,13-01-2012,1696248.27,41.18,3.513
14,20-01-2012,1789113.32,31.85,3.533
14,27-01-2012,1595362.27,37.93,3.567
14,03-02-2012,1877410.36,42.96,3.617
14,10-02-2012,2077256.24,37.0,3.64
14,17-02-2012,2020550.99,36.85,3.695
14,24-02-2012,1875040.16,42.86,3.739
14,02-03-2012,1926004.99,41.55,3.816
14,09-03-2012,2020839.31,45.52,3.848
14,16-03-2012,1941040.5,50.56,3.862
14,23-03-2012,1893447.71,59.45,3.9
14,30-03-2012,1905033.01,50.04,3.953
14,06-04-2012,2376022.26,49.73,3.996
14,13-04-2012,1912909.69,51.83,4.044
14,20-04-2012,1875686.44,63.13,4.027
14,27-04-2012,1784029.95,53.2,4.004
14,04-05-2012,1949354.29,55.21,3.951
14,11-05-2012,1987531.05,61.24,3.889
14,18-05-2012,1932233.17,66.3,3.848
14,25-05-2012,2030869.61,67.21,3.798
14,01-06-2012,2049485.49,74.48,3.742
14,08-06-2012,2099615.88,64.3,3.689
14,15-06-2012,1905733.68,71.93,3.62
14,22-06-2012,1660228.88,74.22,3.564
14,29-06-2012,1591835.02,75.22,3.506
14,06-07-2012,1862128.95,82.99,3.475
14,13-07-2012,1544422.35,79.97,3.523
14,20-07-2012,1553250.16,78.89,3.567
14,27-07-2012,1479514.66,77.2,3.647
14,03-08-2012,1656886.46,76.58,3.654
14,10-08-2012,1648570.03,78.65,3.722
14,17-08-2012,1660433.3,75.71,3.807
14,24-08-2012,1621841.33,72.62,3.834
14,31-08-2012,1613342.19,75.09,3.867
14,07-09-2012,1904512.34,75.7,3.911
14,14-09-2012,1554794.22,67.87,3.948
14,21-09-2012,1565352.46,65.32,4.038
14,28-09-2012,1522512.2,64.88,3.997
14,05-10-2012,1687592.16,64.89,3.985
14,12-10-2012,1639585.61,54.47,4.0
14,19-10-2012,1590274.72,56.47,3.969
14,26-10-2012,1704357.62,58.85,3.882
15,05-02-2010,652122.44,19.83,2.954
15,12-02-2010,682447.1,22.0,2.94
15,19-02-2010,660838.75,27.54,2.909
15,26-02-2010,564883.2,29.87,2.91
15,05-03-2010,605325.43,31.79,2.919
15,12-03-2010,604173.59,41.39,2.938
15,19-03-2010,593710.67,44.69,2.96
15,26-03-2010,592111.49,39.53,2.963
15,02-04-2010,718470.71,45.27,2.957
15,09-04-2010,634605.77,57.77,2.992
15,16-04-2010,641208.65,49.63,3.01
15,23-04-2010,643097.6,46.54,3.021
15,30-04-2010,570791.11,49.09,3.042
15,07-05-2010,661348.88,63.16,3.095
15,14-05-2010,594385.2,47.13,3.112
15,21-05-2010,616598.1,59.09,3.096
15,28-05-2010,744772.88,70.61,3.046
15,04-06-2010,693192.5,69.99,3.006
15,11-06-2010,619337.29,61.04,2.972
15,18-06-2010,652329.53,65.83,2.942
15,25-06-2010,672194.03,72.79,2.958
15,02-07-2010,709337.11,66.13,2.958
